targetchild,speaker,addressee,session,numberoflines,numberofwords,mlu,mattr,numberofuttsinglewords,numberofhapaxes,percquest,ratioturn
Hlobohang,adult,CDS,2414,32,104,3.250,0.898936170213,5,48,.500,.592
Hlobohang,adult,CDS,2415,152,395,2.598,0.792207792208,46,85,.526,.677
Hlobohang,adult,CDS,2416,18,46,2.555,0.85,3,22,.500,.529
Hlobohang,adult,CDS,2417,305,735,2.409,0.781655172414,103,122,.544,.576
Hlobohang,adult,CDS,2418,75,178,2.373,0.799404761905,24,41,.453,.640
Hlobohang,adult,CDS,2419,12,31,2.583,0.847619047619,2,17,.583,.500
Hlobohang,adult,CDS,2420,314,880,2.802,0.74632183908,59,108,.761,.702
Hlobohang,adult,CDS,2421,296,814,2.750,0.775995024876,62,132,.682,.736
Hlobohang,adult,CDS,2422,136,362,2.661,0.79375,28,104,.617,.455
Hlobohang,adult,CDS,2423,179,513,2.865,0.846520874751,24,142,.715,.376
Hlobohang,adult,CDS,2424,43,105,2.441,0.701052631579,11,33,.627,.441
Hlobohang,adult,CDS,2425,72,194,2.694,0.707065217391,23,33,.666,.555
Hlobohang,adult,CDS,2426,215,578,2.688,0.798943661972,61,131,.530,.676
Hlobohang,adult,CDS,2427,181,467,2.580,0.794748358862,62,88,.530,.566
Hlobohang,adult,CDS,2428,23,64,2.782,0.844444444444,5,32,.478,.521
Hlobohang,adult,CDS,2429,30,98,3.266,0.834090909091,7,26,.366,.758
Hlobohang,adult,CDS,2430,470,1184,2.519,0.792248722317,141,173,.659,.692
Hlobohang,adult,CDS,2431,230,569,2.473,0.823255813953,67,130,.626,.697
Hlobohang,adult,CDS,2432,,,,,,,,
Hlobohang,adult,CDS,2433,5,18,3.600,0.6375,0,6,.200,.600
Hlobohang,adult,CDS,2434,32,84,2.625,0.894594594595,9,40,.312,.593
Hlobohang,adult,CDS,2435,143,408,2.853,0.875376884422,23,120,.335,.408
Hlobohang,adult,CDS,2436,24,79,3.291,0.855072463768,3,36,.375,.391
Hlobohang,adult,CDS,2437,42,121,2.880,0.9,9,43,.452,.238
Hlobohang,adult,CDS,2438,47,162,3.446,0.876973684211,5,65,.638,.617
Hlobohang,adult,CDS,2439,,,,,,,,
Hlobohang,adult,CDS,2440,72,219,3.041,0.886124401914,8,91,.555,.486
Hlobohang,adult,CDS,2441,20,61,3.050,0.843137254902,3,27,.350,.105
Hlobohang,adult,CDS,2442,192,588,3.062,0.829065743945,33,116,.677,.392
Hlobohang,adult,CDS,2443,146,508,3.479,0.88313253012,9,146,.547,.479
Hlobohang,adult,CDS,2444,,,,,,,,
Hlobohang,adult,CDS,2445,,,,,,,,0
Hlobohang,adult,CDS,2446,45,128,2.844,0.907627118644,15,56,.533,.400
Hlobohang,adult,CDS,2447,94,286,3.042,0.825724637681,12,85,.574,.582
Hlobohang,adult,CDS,2448,,,,,,,,
Hlobohang,adult,CDS,2449,,,,,,,,
Hlobohang,adult,CDS,2450,36,108,3.000,0.871428571429,4,35,.694,.750
Hlobohang,adult,CDS,2451,15,51,3.400,0.941463414634,3,29,.866,.714
Hlobohang,adult,CDS,2452,49,136,2.775,0.88253968254,12,50,.775,.733
Hlobohang,adult,CDS,2453,60,156,2.600,0.854109589041,10,59,.283,.406
Hlobohang,adult,CDS,2454,,,,,,,,
Hlobohang,adult,CDS,2455,183,542,2.961,0.858646616541,31,133,.469,.653
Hlobohang,adult,CDS,2456,26,73,2.807,0.892063492063,8,36,.500,.500
Hlobohang,adult,CDS,2457,46,142,3.086,0.893181818182,14,61,.239,.652
Hlobohang,adult,CDS,2458,100,291,2.910,0.896085409253,24,99,.450,.656
Litlhare,adult,CDS,2459,28,96,3.428,0.908139534884,4,36,.321,.370
Litlhare,adult,CDS,2460,12,27,2.250,0.829411764706,7,14,.416,.333
Litlhare,adult,CDS,2461,,,,,,,,
Litlhare,adult,CDS,2462,,,,,,,,
Litlhare,adult,CDS,2463,,,,,,,,
Litlhare,adult,CDS,2464,,,,,,,,
Litlhare,adult,CDS,2465,,,,,,,,
Litlhare,adult,CDS,2466,27,69,2.555,0.835593220339,10,24,.444,.640
Litlhare,adult,CDS,2467,,,,,,,,
Litlhare,adult,CDS,2468,,,,,,,,
Litlhare,adult,CDS,2469,,,,,,,,
Litlhare,adult,CDS,2470,,,,,,,,
Litlhare,adult,CDS,2471,,,,,,,,
Litlhare,adult,CDS,2472,4,11,2.750,1.0,0,11,.500,1.000
Litlhare,adult,CDS,2473,,,,,,,,
Litlhare,adult,CDS,2474,27,50,1.851,0.84,15,19,.740,.666
Litlhare,adult,CDS,2475,,,,,,,,1.000
Litlhare,adult,CDS,2476,40,79,1.975,0.923188405797,19,40,.375,.871
Litlhare,adult,CDS,2477,42,105,2.500,0.846315789474,11,41,.285,.731
Litlhare,adult,CDS,2478,10,28,2.800,0.783333333333,2,16,.300,.800
Litlhare,adult,CDS,2479,6,12,2.000,0.6,2,5,.166,.333
Litlhare,adult,CDS,2480,,,,,,,,
Litlhare,adult,CDS,2481,,,,,,,,
Litlhare,adult,CDS,2482,,,,,,,,
Litlhare,adult,CDS,2483,27,82,3.037,0.811111111111,1,22,.777,.481
Litlhare,adult,CDS,2484,,,,,,,,
Litlhare,adult,CDS,2485,,,,,,,,0
Litlhare,adult,CDS,2486,,,,,,,,
Litlhare,adult,CDS,2487,,,,,,,,
Litlhare,adult,CDS,2488,,,,,,,,
Litlhare,adult,CDS,2489,,,,,,,,
Litlhare,adult,CDS,2490,,,,,,,,
Litlhare,adult,CDS,2491,,,,,,,,0
Litlhare,adult,CDS,2492,,,,,,,,
Litlhare,adult,CDS,2493,,,,,,,,
Litlhare,adult,CDS,2494,,,,,,,,
Litlhare,adult,CDS,2495,,,,,,,,
Litlhare,adult,CDS,2496,11,30,2.727,0.895,1,21,.363,.454
Litlhare,adult,CDS,2497,,,,,,,,
Litlhare,adult,CDS,2498,,,,,,,,
Litlhare,adult,CDS,2499,,,,,,,,
Litlhare,adult,CDS,2500,8,28,3.500,0.9,0,18,.375,.625
Litlhare,adult,CDS,2501,,,,,,,,.500
Litlhare,adult,CDS,2502,11,34,3.090,0.975,3,22,0,.100
Litlhare,adult,CDS,2503,,,,,,,,
Tsebo,adult,CDS,2504,37,80,2.162,0.934285714286,12,37,.405,.176
Tsebo,adult,CDS,2505,79,189,2.392,0.94469273743,23,88,.493,.342
Tsebo,adult,CDS,2506,,,,,,,,.200
Tsebo,adult,CDS,2507,14,49,3.500,0.951282051282,1,26,.214,.285
Tsebo,adult,CDS,2508,,,,,,,,1.000
Tsebo,adult,CDS,2509,9,23,2.555,0.853846153846,2,13,.111,.111
Tsebo,adult,CDS,2510,,,,,,,,
Tsebo,adult,CDS,2511,5,18,3.600,1.0,0,14,.600,.600
Tsebo,adult,CDS,2512,,,,,,,,
Tsebo,adult,CDS,2513,3,14,4.666,0.95,0,12,1.000,.666
Tsebo,adult,CDS,2514,14,33,2.357,0.991304347826,3,27,.142,.357
Tsebo,adult,CDS,2515,179,479,2.675,0.942857142857,38,159,.642,.500
Tsebo,adult,CDS,2516,82,239,2.914,0.891703056769,16,68,.426,.329
Tsebo,adult,CDS,2517,16,43,2.687,0.912121212121,5,25,.812,.375
Tsebo,adult,CDS,2518,,,,,,,,1.000
Tsebo,adult,CDS,2519,,,,,,,,
Tsebo,adult,CDS,2520,,,,,,,,
Tsebo,adult,CDS,2521,5,14,2.800,1.0,2,14,.400,.600
Tsebo,adult,CDS,2522,,,,,,,,.333
Tsebo,adult,CDS,2523,,,,,,,,.500
Tsebo,adult,CDS,2524,,,,,,,,
Tsebo,adult,CDS,2525,,,,,,,,
Tsebo,adult,CDS,2526,,,,,,,,
Tsebo,adult,CDS,2527,,,,,,,,
Tsebo,adult,CDS,2528,42,124,2.952,0.910526315789,7,46,.404,.261
Tsebo,adult,CDS,2529,59,212,3.593,0.931188118812,5,79,.440,.344
Tsebo,adult,CDS,2530,59,212,3.593,0.946534653465,8,72,.389,.263
Tsebo,adult,CDS,2531,,,,,,,,
Tsebo,adult,CDS,2532,,,,,,,,
Tsebo,adult,CDS,2533,,,,,,,,
Tsebo,adult,CDS,2534,,,,,,,,1.000
Tsebo,adult,CDS,2535,4,17,4.250,1.0,0,9,0,.500
Tsebo,adult,CDS,2536,12,39,3.250,0.868965517241,1,27,.333,.818
Tsebo,adult,CDS,2537,,,,,,,,
Tsebo,adult,CDS,2538,,,,,,,,
Tsebo,adult,CDS,2539,,,,,,,,
Tsebo,adult,CDS,2540,,,,,,,,
Tsebo,adult,CDS,2541,,,,,,,,
Tsebo,adult,CDS,2542,7,23,3.285,0.976923076923,1,14,.142,0
Hlobohang,adult,OCDS,2414,,,,,,,,
Hlobohang,adult,OCDS,2415,15,43,2.866,0.954545454545,3,35,.333,0
Hlobohang,adult,OCDS,2416,,,,,,,,
Hlobohang,adult,OCDS,2417,20,58,2.900,0.875,4,32,.200,0
Hlobohang,adult,OCDS,2418,35,91,2.600,0.859259259259,10,28,.142,0
Hlobohang,adult,OCDS,2419,15,48,3.200,0.986842105263,1,40,.333,0
Hlobohang,adult,OCDS,2420,7,19,2.714,0.966666666667,4,13,.142,0
Hlobohang,adult,OCDS,2421,10,34,3.400,0.904166666667,2,22,.300,0
Hlobohang,adult,OCDS,2422,21,76,3.619,0.915151515152,2,41,.190,.050
Hlobohang,adult,OCDS,2423,12,50,4.166,0.94,0,30,.083,0
Hlobohang,adult,OCDS,2424,12,37,3.083,0.888888888889,4,22,.166,0
Hlobohang,adult,OCDS,2425,8,30,3.750,0.895,2,16,.250,0
Hlobohang,adult,OCDS,2426,16,44,2.750,0.967647058824,5,34,.187,0
Hlobohang,adult,OCDS,2427,13,42,3.230,0.846875,0,19,.153,0
Hlobohang,adult,OCDS,2428,9,24,2.666,0.914285714286,0,20,.111,.111
Hlobohang,adult,OCDS,2429,,,,,,,,0
Hlobohang,adult,OCDS,2430,9,23,2.555,0.807692307692,1,14,.222,0
Hlobohang,adult,OCDS,2431,25,85,3.400,0.949333333333,6,51,.360,0
Hlobohang,adult,OCDS,2432,,,,,,,,
Hlobohang,adult,OCDS,2433,,,,,,,,0
Hlobohang,adult,OCDS,2434,,,,,,,,
Hlobohang,adult,OCDS,2435,20,57,2.850,0.808510638298,2,27,.050,0
Hlobohang,adult,OCDS,2436,,,,,,,,
Hlobohang,adult,OCDS,2437,5,15,3.000,1.0,1,11,.200,0
Hlobohang,adult,OCDS,2438,,,,,,,,0
Hlobohang,adult,OCDS,2439,,,,,,,,
Hlobohang,adult,OCDS,2440,23,76,3.304,0.913636363636,2,49,.260,0
Hlobohang,adult,OCDS,2441,,,,,,,,0
Hlobohang,adult,OCDS,2442,9,37,4.111,0.877777777778,0,15,.555,0
Hlobohang,adult,OCDS,2443,14,53,3.785,0.937209302326,0,30,.428,0
Hlobohang,adult,OCDS,2444,,,,,,,,
Hlobohang,adult,OCDS,2445,,,,,,,,
Hlobohang,adult,OCDS,2446,,,,,,,,0
Hlobohang,adult,OCDS,2447,,,,,,,,0
Hlobohang,adult,OCDS,2448,,,,,,,,
Hlobohang,adult,OCDS,2449,,,,,,,,
Hlobohang,adult,OCDS,2450,,,,,,,,
Hlobohang,adult,OCDS,2451,,,,,,,,
Hlobohang,adult,OCDS,2452,10,21,2.100,0.845454545455,4,5,.600,0
Hlobohang,adult,OCDS,2453,12,30,2.500,0.89,2,17,.416,0
Hlobohang,adult,OCDS,2454,,,,,,,,
Hlobohang,adult,OCDS,2455,,,,,,,,
Hlobohang,adult,OCDS,2456,,,,,,,,
Hlobohang,adult,OCDS,2457,,,,,,,,0
Hlobohang,adult,OCDS,2458,5,12,2.400,1.0,1,10,.400,0
Litlhare,adult,OCDS,2459,11,49,4.454,0.982051282051,0,30,.363,0
Litlhare,adult,OCDS,2460,,,,,,,,0
Litlhare,adult,OCDS,2461,,,,,,,,
Litlhare,adult,OCDS,2462,,,,,,,,
Litlhare,adult,OCDS,2463,,,,,,,,
Litlhare,adult,OCDS,2464,,,,,,,,
Litlhare,adult,OCDS,2465,,,,,,,,
Litlhare,adult,OCDS,2466,,,,,,,,
Litlhare,adult,OCDS,2467,,,,,,,,
Litlhare,adult,OCDS,2468,,,,,,,,
Litlhare,adult,OCDS,2469,,,,,,,,
Litlhare,adult,OCDS,2470,,,,,,,,
Litlhare,adult,OCDS,2471,,,,,,,,
Litlhare,adult,OCDS,2472,,,,,,,,
Litlhare,adult,OCDS,2473,,,,,,,,
Litlhare,adult,OCDS,2474,,,,,,,,0
Litlhare,adult,OCDS,2475,9,41,4.555,0.935483870968,0,21,.222,0
Litlhare,adult,OCDS,2476,,,,,,,,0
Litlhare,adult,OCDS,2477,,,,,,,,
Litlhare,adult,OCDS,2478,,,,,,,,
Litlhare,adult,OCDS,2479,,,,,,,,
Litlhare,adult,OCDS,2480,,,,,,,,
Litlhare,adult,OCDS,2481,,,,,,,,
Litlhare,adult,OCDS,2482,,,,,,,,
Litlhare,adult,OCDS,2483,,,,,,,,
Litlhare,adult,OCDS,2484,,,,,,,,
Litlhare,adult,OCDS,2485,,,,,,,,
Litlhare,adult,OCDS,2486,,,,,,,,
Litlhare,adult,OCDS,2487,,,,,,,,
Litlhare,adult,OCDS,2488,,,,,,,,
Litlhare,adult,OCDS,2489,,,,,,,,
Litlhare,adult,OCDS,2490,,,,,,,,
Litlhare,adult,OCDS,2491,,,,,,,,
Litlhare,adult,OCDS,2492,,,,,,,,
Litlhare,adult,OCDS,2493,,,,,,,,
Litlhare,adult,OCDS,2494,,,,,,,,
Litlhare,adult,OCDS,2495,,,,,,,,
Litlhare,adult,OCDS,2496,,,,,,,,
Litlhare,adult,OCDS,2497,,,,,,,,
Litlhare,adult,OCDS,2498,,,,,,,,
Litlhare,adult,OCDS,2499,,,,,,,,
Litlhare,adult,OCDS,2500,,,,,,,,0
Litlhare,adult,OCDS,2501,,,,,,,,
Litlhare,adult,OCDS,2502,,,,,,,,0
Litlhare,adult,OCDS,2503,,,,,,,,
Tsebo,adult,OCDS,2504,,,,,,,,
Tsebo,adult,OCDS,2505,60,158,2.633,0.925,12,67,.366,0
Tsebo,adult,OCDS,2506,,,,,,,,
Tsebo,adult,OCDS,2507,,,,,,,,
Tsebo,adult,OCDS,2508,,,,,,,,
Tsebo,adult,OCDS,2509,7,24,3.428,0.921428571429,0,20,.571,0
Tsebo,adult,OCDS,2510,,,,,,,,
Tsebo,adult,OCDS,2511,,,,,,,,
Tsebo,adult,OCDS,2512,,,,,,,,
Tsebo,adult,OCDS,2513,,,,,,,,
Tsebo,adult,OCDS,2514,,,,,,,,
Tsebo,adult,OCDS,2515,127,329,2.590,0.928526645768,34,108,.433,0
Tsebo,adult,OCDS,2516,212,527,2.485,0.911798839458,62,125,.632,0
Tsebo,adult,OCDS,2517,8,29,3.625,0.878947368421,1,18,.375,0
Tsebo,adult,OCDS,2518,,,,,,,,
Tsebo,adult,OCDS,2519,,,,,,,,
Tsebo,adult,OCDS,2520,,,,,,,,
Tsebo,adult,OCDS,2521,,,,,,,,
Tsebo,adult,OCDS,2522,,,,,,,,
Tsebo,adult,OCDS,2523,,,,,,,,
Tsebo,adult,OCDS,2524,,,,,,,,
Tsebo,adult,OCDS,2525,,,,,,,,
Tsebo,adult,OCDS,2526,,,,,,,,
Tsebo,adult,OCDS,2527,8,37,4.625,0.955555555556,1,27,.375,0
Tsebo,adult,OCDS,2528,62,170,2.741,0.933125,11,66,.580,0
Tsebo,adult,OCDS,2529,82,232,2.829,0.92972972973,18,85,.512,0
Tsebo,adult,OCDS,2530,67,253,3.776,0.944032921811,8,98,.343,0
Tsebo,adult,OCDS,2531,,,,,,,,
Tsebo,adult,OCDS,2532,,,,,,,,0
Tsebo,adult,OCDS,2533,,,,,,,,
Tsebo,adult,OCDS,2534,9,39,4.333,0.875862068966,0,20,.444,0
Tsebo,adult,OCDS,2535,,,,,,,,0
Tsebo,adult,OCDS,2536,19,67,3.526,0.950877192982,3,32,.368,0
Tsebo,adult,OCDS,2537,,,,,,,,0
Tsebo,adult,OCDS,2538,8,35,4.375,0.952,1,18,.750,0
Tsebo,adult,OCDS,2539,4,16,4.000,0.866666666667,0,7,.250,0
Tsebo,adult,OCDS,2540,,,,,,,,
Tsebo,adult,OCDS,2541,,,,,,,,0
Tsebo,adult,OCDS,2542,,,,,,,,0
Hlobohang,adult,ADS,2414,,,,,,,,
Hlobohang,adult,ADS,2415,,,,,,,,.333
Hlobohang,adult,ADS,2416,,,,,,,,
Hlobohang,adult,ADS,2417,5,19,3.800,0.766666666667,0,7,.400,1.000
Hlobohang,adult,ADS,2418,13,30,2.307,0.855,3,21,.076,.615
Hlobohang,adult,ADS,2419,6,18,3.000,1.0,1,18,.500,.500
Hlobohang,adult,ADS,2420,,,,,,,,
Hlobohang,adult,ADS,2421,,,,,,,,1.000
Hlobohang,adult,ADS,2422,,,,,,,,
Hlobohang,adult,ADS,2423,,,,,,,,
Hlobohang,adult,ADS,2424,,,,,,,,
Hlobohang,adult,ADS,2425,,,,,,,,
Hlobohang,adult,ADS,2426,,,,,,,,
Hlobohang,adult,ADS,2427,6,18,3.000,0.975,2,16,.500,.166
Hlobohang,adult,ADS,2428,,,,,,,,.500
Hlobohang,adult,ADS,2429,,,,,,,,1.000
Hlobohang,adult,ADS,2430,5,16,3.200,0.916666666667,0,10,.600,1.000
Hlobohang,adult,ADS,2431,,,,,,,,0
Hlobohang,adult,ADS,2432,,,,,,,,
Hlobohang,adult,ADS,2433,,,,,,,,
Hlobohang,adult,ADS,2434,,,,,,,,
Hlobohang,adult,ADS,2435,,,,,,,,
Hlobohang,adult,ADS,2436,,,,,,,,
Hlobohang,adult,ADS,2437,3,11,3.666,0.9,0,9,0,.666
Hlobohang,adult,ADS,2438,,,,,,,,
Hlobohang,adult,ADS,2439,,,,,,,,
Hlobohang,adult,ADS,2440,5,23,4.600,0.923076923077,0,13,.400,.750
Hlobohang,adult,ADS,2441,,,,,,,,1.000
Hlobohang,adult,ADS,2442,,,,,,,,.333
Hlobohang,adult,ADS,2443,,,,,,,,1.000
Hlobohang,adult,ADS,2444,,,,,,,,
Hlobohang,adult,ADS,2445,,,,,,,,
Hlobohang,adult,ADS,2446,,,,,,,,
Hlobohang,adult,ADS,2447,,,,,,,,
Hlobohang,adult,ADS,2448,,,,,,,,
Hlobohang,adult,ADS,2449,,,,,,,,
Hlobohang,adult,ADS,2450,,,,,,,,
Hlobohang,adult,ADS,2451,,,,,,,,
Hlobohang,adult,ADS,2452,,,,,,,,
Hlobohang,adult,ADS,2453,,,,,,,,
Hlobohang,adult,ADS,2454,,,,,,,,
Hlobohang,adult,ADS,2455,5,14,2.800,1.0,1,14,.400,0
Hlobohang,adult,ADS,2456,,,,,,,,
Hlobohang,adult,ADS,2457,,,,,,,,
Hlobohang,adult,ADS,2458,,,,,,,,
Litlhare,adult,ADS,2459,19,67,3.526,0.957894736842,3,39,.263,.105
Litlhare,adult,ADS,2460,18,55,3.055,0.911111111111,5,30,.222,.388
Litlhare,adult,ADS,2461,,,,,,,,
Litlhare,adult,ADS,2462,,,,,,,,
Litlhare,adult,ADS,2463,,,,,,,,
Litlhare,adult,ADS,2464,,,,,,,,
Litlhare,adult,ADS,2465,,,,,,,,
Litlhare,adult,ADS,2466,,,,,,,,
Litlhare,adult,ADS,2467,,,,,,,,
Litlhare,adult,ADS,2468,,,,,,,,
Litlhare,adult,ADS,2469,,,,,,,,
Litlhare,adult,ADS,2470,,,,,,,,
Litlhare,adult,ADS,2471,,,,,,,,
Litlhare,adult,ADS,2472,,,,,,,,
Litlhare,adult,ADS,2473,,,,,,,,
Litlhare,adult,ADS,2474,,,,,,,,
Litlhare,adult,ADS,2475,,,,,,,,
Litlhare,adult,ADS,2476,,,,,,,,
Litlhare,adult,ADS,2477,,,,,,,,
Litlhare,adult,ADS,2478,,,,,,,,1.000
Litlhare,adult,ADS,2479,,,,,,,,
Litlhare,adult,ADS,2480,,,,,,,,
Litlhare,adult,ADS,2481,,,,,,,,
Litlhare,adult,ADS,2482,,,,,,,,
Litlhare,adult,ADS,2483,,,,,,,,1.000
Litlhare,adult,ADS,2484,,,,,,,,
Litlhare,adult,ADS,2485,,,,,,,,
Litlhare,adult,ADS,2486,,,,,,,,
Litlhare,adult,ADS,2487,,,,,,,,
Litlhare,adult,ADS,2488,,,,,,,,
Litlhare,adult,ADS,2489,,,,,,,,
Litlhare,adult,ADS,2490,,,,,,,,
Litlhare,adult,ADS,2491,,,,,,,,
Litlhare,adult,ADS,2492,,,,,,,,
Litlhare,adult,ADS,2493,,,,,,,,
Litlhare,adult,ADS,2494,,,,,,,,
Litlhare,adult,ADS,2495,,,,,,,,
Litlhare,adult,ADS,2496,,,,,,,,
Litlhare,adult,ADS,2497,,,,,,,,
Litlhare,adult,ADS,2498,,,,,,,,
Litlhare,adult,ADS,2499,,,,,,,,
Litlhare,adult,ADS,2500,,,,,,,,0
Litlhare,adult,ADS,2501,4,19,4.750,0.933333333333,1,13,0,.500
Litlhare,adult,ADS,2502,,,,,,,,
Litlhare,adult,ADS,2503,,,,,,,,
Tsebo,adult,ADS,2504,,,,,,,,
Tsebo,adult,ADS,2505,,,,,,,,
Tsebo,adult,ADS,2506,,,,,,,,
Tsebo,adult,ADS,2507,,,,,,,,
Tsebo,adult,ADS,2508,,,,,,,,
Tsebo,adult,ADS,2509,,,,,,,,
Tsebo,adult,ADS,2510,,,,,,,,
Tsebo,adult,ADS,2511,,,,,,,,
Tsebo,adult,ADS,2512,,,,,,,,
Tsebo,adult,ADS,2513,,,,,,,,
Tsebo,adult,ADS,2514,9,29,3.222,0.847368421053,1,18,.666,.777
Tsebo,adult,ADS,2515,,,,,,,,0
Tsebo,adult,ADS,2516,5,13,2.600,1.0,2,11,.600,0
Tsebo,adult,ADS,2517,,,,,,,,
Tsebo,adult,ADS,2518,,,,,,,,
Tsebo,adult,ADS,2519,,,,,,,,
Tsebo,adult,ADS,2520,,,,,,,,
Tsebo,adult,ADS,2521,,,,,,,,1.000
Tsebo,adult,ADS,2522,,,,,,,,
Tsebo,adult,ADS,2523,,,,,,,,
Tsebo,adult,ADS,2524,,,,,,,,
Tsebo,adult,ADS,2525,,,,,,,,
Tsebo,adult,ADS,2526,,,,,,,,
Tsebo,adult,ADS,2527,,,,,,,,
Tsebo,adult,ADS,2528,,,,,,,,0
Tsebo,adult,ADS,2529,,,,,,,,
Tsebo,adult,ADS,2530,,,,,,,,
Tsebo,adult,ADS,2531,,,,,,,,
Tsebo,adult,ADS,2532,,,,,,,,
Tsebo,adult,ADS,2533,,,,,,,,
Tsebo,adult,ADS,2534,,,,,,,,
Tsebo,adult,ADS,2535,,,,,,,,
Tsebo,adult,ADS,2536,,,,,,,,
Tsebo,adult,ADS,2537,,,,,,,,
Tsebo,adult,ADS,2538,,,,,,,,
Tsebo,adult,ADS,2539,,,,,,,,
Tsebo,adult,ADS,2540,,,,,,,,
Tsebo,adult,ADS,2541,,,,,,,,
Tsebo,adult,ADS,2542,,,,,,,,
Hlobohang,mother,CDS,2414,175,376,2.148,0.730327868852,65,45,.691,.537
Hlobohang,mother,CDS,2415,,,,,,,,
Hlobohang,mother,CDS,2416,33,95,2.878,0.847058823529,3,24,.424,.636
Hlobohang,mother,CDS,2417,20,58,2.900,0.802083333333,3,16,.850,.700
Hlobohang,mother,CDS,2418,110,256,2.327,0.842276422764,45,81,.536,.396
Hlobohang,mother,CDS,2419,15,31,2.066,0.938095238095,7,17,.866,.800
Hlobohang,mother,CDS,2420,58,144,2.482,0.826865671642,17,48,.379,.482
Hlobohang,mother,CDS,2421,20,53,2.650,0.825581395349,5,25,.600,.842
Hlobohang,mother,CDS,2422,,,,,,,,
Hlobohang,mother,CDS,2423,,,,,,,,
Hlobohang,mother,CDS,2424,7,16,2.285,0.816666666667,3,13,.714,.666
Hlobohang,mother,CDS,2425,42,102,2.428,0.919565217391,12,47,.404,.476
Hlobohang,mother,CDS,2426,,,,,,,,.666
Hlobohang,mother,CDS,2427,9,20,2.222,0.78,3,6,.777,.555
Hlobohang,mother,CDS,2428,18,47,2.611,0.918918918919,6,28,.500,.277
Hlobohang,mother,CDS,2429,19,61,3.210,0.776470588235,1,25,.368,.736
Hlobohang,mother,CDS,2430,16,45,2.812,0.702857142857,1,17,.437,.312
Hlobohang,mother,CDS,2431,42,105,2.500,0.738947368421,12,19,.357,.707
Hlobohang,mother,CDS,2432,,,,,,,,
Hlobohang,mother,CDS,2433,84,237,2.821,0.8140969163,15,70,.333,.585
Hlobohang,mother,CDS,2434,24,63,2.625,0.905660377358,7,46,.291,.375
Hlobohang,mother,CDS,2435,68,195,2.867,0.854594594595,14,94,.470,.500
Hlobohang,mother,CDS,2436,151,413,2.735,0.864516129032,41,129,.417,.602
Hlobohang,mother,CDS,2437,15,38,2.533,0.985714285714,5,31,.400,.533
Hlobohang,mother,CDS,2438,29,83,2.862,0.946575342466,8,51,.137,.241
Hlobohang,mother,CDS,2439,7,16,2.285,0.9,3,12,0,.142
Hlobohang,mother,CDS,2440,23,59,2.565,0.851020408163,3,29,.739,.473
Hlobohang,mother,CDS,2441,6,18,3.000,0.9125,1,14,.666,.166
Hlobohang,mother,CDS,2442,31,82,2.645,0.902777777778,7,36,.612,.600
Hlobohang,mother,CDS,2443,11,44,4.000,0.905882352941,0,26,.363,.363
Hlobohang,mother,CDS,2444,,,,,,,,1.000
Hlobohang,mother,CDS,2445,7,24,3.428,0.892857142857,1,13,.285,.166
Hlobohang,mother,CDS,2446,34,85,2.500,0.914666666667,12,39,.735,.647
Hlobohang,mother,CDS,2447,101,262,2.594,0.761111111111,26,76,.732,.540
Hlobohang,mother,CDS,2448,252,690,2.738,0.759264705882,60,135,.400,.615
Hlobohang,mother,CDS,2449,54,136,2.518,0.900793650794,19,51,.462,.611
Hlobohang,mother,CDS,2450,,,,,,,,
Hlobohang,mother,CDS,2451,,,,,,,,
Hlobohang,mother,CDS,2452,,,,,,,,
Hlobohang,mother,CDS,2453,,,,,,,,
Hlobohang,mother,CDS,2454,,,,,,,,
Hlobohang,mother,CDS,2455,21,59,2.809,0.859183673469,8,30,.380,.619
Hlobohang,mother,CDS,2456,16,41,2.562,0.861290322581,4,19,0,.666
Hlobohang,mother,CDS,2457,,,,,,,,1.000
Hlobohang,mother,CDS,2458,17,45,2.647,0.808571428571,4,21,.647,.823
Litlhare,mother,CDS,2459,181,421,2.325,0.834063260341,65,96,.375,.594
Litlhare,mother,CDS,2460,94,189,2.010,0.846927374302,32,65,.393,.538
Litlhare,mother,CDS,2461,202,469,2.321,0.788235294118,75,107,.465,.590
Litlhare,mother,CDS,2462,339,684,2.017,0.835459940653,156,164,.427,.560
Litlhare,mother,CDS,2463,100,189,1.890,0.874860335196,50,79,.440,.616
Litlhare,mother,CDS,2464,52,130,2.500,0.900833333333,18,58,.538,.725
Litlhare,mother,CDS,2465,331,738,2.229,0.843269230769,130,199,.395,.839
Litlhare,mother,CDS,2466,128,309,2.414,0.873244147157,43,100,.320,.669
Litlhare,mother,CDS,2467,214,471,2.200,0.882212581345,86,143,.364,.771
Litlhare,mother,CDS,2468,80,180,2.250,0.899411764706,30,70,.562,.628
Litlhare,mother,CDS,2469,139,373,2.683,0.88347107438,32,123,.453,.630
Litlhare,mother,CDS,2470,312,728,2.333,0.910027855153,116,215,.403,.684
Litlhare,mother,CDS,2471,75,177,2.360,0.894011976048,18,81,.160,.444
Litlhare,mother,CDS,2472,65,183,2.815,0.918497109827,13,71,.123,.444
Litlhare,mother,CDS,2473,,,,,,,,
Litlhare,mother,CDS,2474,,,,,,,,
Litlhare,mother,CDS,2475,31,93,3.000,0.880722891566,4,38,.483,.724
Litlhare,mother,CDS,2476,,,,,,,,
Litlhare,mother,CDS,2477,110,267,2.427,0.887159533074,42,106,.481,.715
