NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
JON,Jonathan Brother,down there somewhere (2.) .,,,,
CHI,Samantha Target_Child,where (1.) ?,,,,
CHI,Samantha Target_Child,where (3.) ?,,,,
CHI,Samantha Target_Child,where ?,,,,
JON,Jonathan Brother,there (1.) .,,,,
CHI,Samantha Target_Child,oh yeh (6.) .,,,,
CHI,Samantha Target_Child,my turn (2.) .,,,,
JON,Jonathan Brother,mine [= turn] (4.) .,,,,
CHI,Samantha Target_Child,I am (2.) .,,,,
JON,Jonathan Brother,no no (1.) .,,,,
End,,,,,,
"Participants: CHI Samantha Target_Child, MOT  Mother, JON Jonathan Brother, CHR Unidentified, UNK Unidentified",,,,,,
Comment: Nil,,,,,,
Location: Living room,,,,,,
Situation: S dressing and climbing about on furniture,,,,,,
CHI,Samantha Target_Child,see ?,,,,
MOT,Mother,mind you don't hurt yourself .,,,,
CHI,Samantha Target_Child,pull my off (4.) Mum_mm_mm .,,%com: singing rock_a_bye Baby M on phone in background,,
CHI,Samantha Target_Child,rock_a_bye baby .,,,,
CHI,Samantha Target_Child,up in the tree tops (17.) .,,,,
CHI,Samantha Target_Child,she's coming .,,,,
CHI,Samantha Target_Child,she's rock_a_bye baby on the tree tops .,,,,
CHI,Samantha Target_Child,rock_a_bye baby up in the tree top .,,,,
Location: Living room,,,,,,
Comment: sighing,,,,,,
JON,Jonathan Brother,give me that bit .,,%com: reference to J doing jigsaw,,
CHI,Samantha Target_Child,xxx quick this time .,,,,
MOT,Mother,very good indeed .,,,,
MOT,Mother,very very very good .,,%com: the jigsaw,,
JON,Jonathan Brother,xxx (2.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,my xxx .,,,,
CHI,Samantha Target_Child,shall we build it again (4.) ?,,,,
CHI,Samantha Target_Child,o:h (3.) .,,,,
CHI,Samantha Target_Child,pieces .,,,,
CHI,Samantha Target_Child,and do it again .,,,,
Location: Bedroom,,,,,,
Situation: M tidying bed+room. S playing with school,,,,,,
MOT,Mother,xxx play with that ?,,,,
MOT,Mother,and the chalk ?,,,,
MOT,Mother,here you are .,,,,
CHI,Samantha Target_Child,xxx (3.) .,,,,
CHI,Samantha Target_Child,shall I shall I chalk on this one ?,,,,
JON,Jonathan Brother,xxx .,,,,
MOT,Mother,pardon ?,,,,
MOT,Mother,did you ?,,,,
CHI,Samantha Target_Child,xxx (58.) .,,,,
Activities: Watching TV,,,,,,
Situation: TV audible,,,,,,
CHI,Samantha Target_Child,<two three four five> [>] .,,,,
JON,Jonathan Brother,<two three four five> [<] [>] six seven <eight nine> [<] [>] .,,,,
JON,Jonathan Brother,ten nine eight (4.) .,,,,
JON,Jonathan Brother,one two three four .,,,,
CHI,Samantha Target_Child,one +...,,,,
Activities: Watching TV,,,,,,
CHI,Samantha Target_Child,xxx (1:10.) .,,,,
Location: Living room,,,,,,
Comment: no speech,,,,,,
Activities: Other nonplay,,,,,,
Situation: Noises and grunts from S and J,,,,,,
CHI,Samantha Target_Child,can I have one bit please (7.) (3.) .,,,,
CHI,Samantha Target_Child,Mummie .,,,,
MOT,Mother,where are your xxx ?,,,,
MOT,Mother,xxx please .,,,,
MOT,Mother,Samantha .,,%com: I . e . Eat it,,
CHI,Samantha Target_Child,no .,,,,
JON,Jonathan Brother,xxx [<] right on there .,,,,
Activities: Watching TV,,,,,,
Situation: Sounds as though S is playing with paper,,,,,,
Comment: <aft> shouts,,,,,,
Location: Living room,,,,,,
Comment: no speech,,,,,,
Activities: Free play alone,,,,,,
Comment: TV set,,,,,,
JON,Jonathan Brother,turn it off .,,,,
MOT,Mother,when you've finished you can (1.) sign off over and out .,,%com: j playing with walkie- talkie set and M is helping him with it,,
MOT,Mother,xxx .,,,,
MOT,Mother,calling P_C [!] forty nine .,,,,
JON,Jonathan Brother,that one (2.) ?,,,,
MOT,Mother,xxx .,,,,
CHI,Samantha Target_Child,wobbles Weebles .,,,,
CHI,Samantha Target_Child,but all (1.) fall (2.) down (2.) .,,,,
UNK,Unidentified%,Unidentified,,&p (8.) .,,
CHI,Samantha Target_Child,xxx (5.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
MOT,Mother,xxx ?,,,,
MOT,Mother,bitten your toe ?,,,,
Location: Living Room,,,,,,
Comment: no speech,,,,,,
Situation: Interference on tape,,,,,,
Location: Bedroom,,,,,,
Situation: Playing hospitals,,,,,,
JON,Jonathan Brother,there you are in hospital .,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,I'm in bed anyway (4.) .,,,,
CHI,Samantha Target_Child,yes [<] .,,,,
CHI,Samantha Target_Child,yeah .,,,,
JON,Jonathan Brother,going to hospital .,,,,
CHI,Samantha Target_Child,no .,,,,
JON,Jonathan Brother,oh (2.) .,,,,
CHI,Samantha Target_Child,I hear xxx .,,,,
JON,Jonathan Brother,xxx ?,,,,
CHI,Samantha Target_Child,xxx (10.) .,,,,
CHI,Samantha Target_Child,Michelle got one of these .,,,,
CHI,Samantha Target_Child,and Mandy .,,,,
CHI,Samantha Target_Child,and Mandy got one .,,,,
CHI,Samantha Target_Child,and me got one .,,,,
CHI,Samantha Target_Child,and number five (6.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,I don't like xxx +...,,,,
Location: Living room,,,,,,
Comment: <bef> noises,,,,,,
Situation: S is on pottie she's still not clean,,,,,,
MOT,Mother,there's a clever girl .,,,,
CHI,Samantha Target_Child,xxx .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,there's a good girl .,,%com: to C about S B yells in background,,
MOT,Mother,can you take that out in the toilet for me pet .,,%com: asking S to take pottie out,,
MOT,Mother,Samantha got her microphone on (5.) .,,,,
MOT,Mother,&mm (5.) .,,%com: noise of S playing with something and making odd noises,,
Activities: Free play alone,,,,,,
Situation: M has gone to dentist to get crown repaired and C is with the children. S and J playing on their own,,,,,,
JON,Jonathan Brother,auntie Christine .,,,,
JON,Jonathan Brother,come up here a minute (2.) .,,,,
JON,Jonathan Brother,auntie Christine .,,%com: j carries on calling,,
Location: Bedroom,,,,,,
Comment: J is humming and muttering. M is still out and C is watching TV downstairs. C calls up to J,,,,,,
CHR,Christine Aunt,xxx .,,,,
Activities: Watching TV,,,,,,
Situation: J mucking about,,,,,,
JON,Jonathan Brother,xxx (46.) .,,,,
CHI,Samantha Target_Child,yes .,,,,
JON,Jonathan Brother,xxx .,,,,
MOT,Mother,I was only in the shop a few minutes .,,%com: m has bought a dress while she was out and is trying it on,,
CHR,Christine Aunt,xxx .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,do you like it ?,,,,
CHI,Samantha Target_Child,yes [<] .,,,,
MOT,Mother,for one pound ninety five I didn't think it was bad (2.) .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,yeah .,,,,
CHI,Samantha Target_Child,one (1.) two (1.) three (1.) .,,,,
MOT,Mother,there's a good girl (5.) .,,,,
UNK,Unidentified%,Unidentified,,you're very lucky Samantha .,,
UNK,Unidentified%,Unidentified,%com: c talking to M,isn't <she xxx > [>] ?,,
CHR,Christine Aunt,xxx .,,,,
CHR,Christine Aunt,yes .,,,,
CHR,Christine Aunt,xxx .,,%com: m and C talking together S is talking nonsense,,
CHI,Samantha Target_Child,xxx .,,,,
Location: Bedroom,,,,,,
CHI,Samantha Target_Child,look what I'm doing (1.) Jonathan .,,,,
Location: Living room,,,,,,
Comment: no speech,,,,,,
Situation: J and M talking in back- ground,,,,,,
Activities: Other nonplay/Watching TV,,,,,,
CHI,Samantha Target_Child,xxx going get me down (12.) .,,,,
CHI,Samantha Target_Child,xxx (5.) .,,,,
CHI,Samantha Target_Child,I don't really like it on that way Mum (1.) .,,,,
CHI,Samantha Target_Child,xxx (30.) .,,,,
CHI,Samantha Target_Child,this xxx (24.) .,,%com: m didn't know to what was referring,,
Location: Living room,,,,,,
Comment: no speech,,,,,,
MOT,Mother,eat your food please .,,,,
JON,Jonathan Brother,I am .,,,,
MOT,Mother,Jonathan .,,,,
End,,,,,,
"Participants: CHI Samantha Target_Child, MOT Mother, FAT Father, JON Jonathan Brother, CHR Unidentified ",,,,,,
Comment: Nil,,,,,,
Location: Living room,,,,,,
Situation: S and J are going to play doctors and nurses. S gets the patients organised,,,,,,
JON,Jonathan Brother,0 [=! sings ] .,,,,
JON,Jonathan Brother,xxx .,,,,
MOT,Mother,here's the covers for your dolly (2.) .,,%com: m brings covers for S,,
JON,Jonathan Brother,big bad wolf (1.) .,,,,
JON,Jonathan Brother,<who's afraid of> [>] the big bad wolf ?,,,,
CHI,Samantha Target_Child,<can we have > [<] [>] xxx over here Mum ?,,,,
MOT,Mother,<xxx in here xxx > [<] be sensible .,,,,
CHI,Samantha Target_Child,oh .,,,,
CHI,Samantha Target_Child,<alright then Mum > [>] .,,,,
JON,Jonathan Brother,we .,,,,
JON,Jonathan Brother,we need the tellie (2.) .,,,,
JON,Jonathan Brother,xxx xxx [>] .,,%com: m helps S to put the (to toy) toys in bed,,
FAT,Father,xxx you were (1.) .,,,,
CHI,Samantha Target_Child,there .,,,,
CHI,Samantha Target_Child,you be a good girl .,,,,
CHI,Samantha Target_Child,alright then .,,,,
MOT,Mother,there you are (1.) .,,%com: doll J talks to F in background M continues to help S,,
FAT,Father,<you know > [>] .,,,,
MOT,Mother,okay I will (1.) .,,,,
CHI,Samantha Target_Child,thank_you .,,,,
CHI,Samantha Target_Child,doctor .,,,,
JON,Jonathan Brother,yeh ?,,,,
CHI,Samantha Target_Child,look [>] .,,,,
JON,Jonathan Brother,xxx [<] .,,,,
JON,Jonathan Brother,<xxx here> [>] .,,%com: j looks at dolls,,
JON,Jonathan Brother,do you want any (1.) ?,,,,
CHI,Samantha Target_Child,and <this babby [: baby] > [>] .,,,,
CHI,Samantha Target_Child,alright (1.) ?,,,,
JON,Jonathan Brother,oh I'd better go and get the case [= doctor's case] (2.) .,,,,
JON,Jonathan Brother,&-um .,,,,
JON,Jonathan Brother,&-um .,,,,
JON,Jonathan Brother,I've looked in one place (2.) .,,,,
Activities: Imaginary role play with adult participation,,,,,,
Location: on the settee,,,,,,
MOT,Mother,oh dear (1.) .,,,,
MOT,Mother,xxx (4.) .,,,,
JON,Jonathan Brother,Mum .,,,,
CHI,Samantha Target_Child,Mum .,,,,
JON,Jonathan Brother,so we can have more room (2.) ?,,,,
JON,Jonathan Brother,<to walk around> [>] in ?,,,,
MOT,Mother,just a minute then (4.) .,,,,
MOT,Mother,I don't know where to put xxx things .,,,,
MOT,Mother,let me fold it down for a minute [= clothes airer?] (1.) .,,,,
MOT,Mother,xxx (2.) .,,,,
CHI,Samantha Target_Child,over there .,,,,
CHI,Samantha Target_Child,goes there .,,,,
MOT,Mother,I'll put it behind here (2.) .,,,,
JON,Jonathan Brother,they're very very sick now (1.) .,,,,
JON,Jonathan Brother,Mum (1.) .,,,,
JON,Jonathan Brother,<mum > [<] .,,%com: I . e . M and S are the nurses,,
MOT,Mother,right .,,,,
MOT,Mother,would you .,,,,
MOT,Mother,who's been shoving paint (1.) up this dolly's ear ?,,,,
CHI,Samantha Target_Child,xxx [= that] me .,,,,
MOT,Mother,why [<] ?,,,,
CHI,Samantha Target_Child,because you got_to wash it up .,,,,
MOT,Mother,to put paint in their ears (2.) .,,%com: m goes to fetch a cloth,,
JON,Jonathan Brother,I know .,,,,
MOT,Mother,here you are nurse .,,,,
MOT,Mother,you've got_to wash it off (1.) .,,,,
CHI,Samantha Target_Child,yeh .,,%com: doll,,
CHI,Samantha Target_Child,I won't .,,,,
MOT,Mother,xxx wash them .,,,,
CHI,Samantha Target_Child,to go to +...,,,,
Location: Living room,,,,,,
Comment: <5.> sings noises,,,,,,
JON,Jonathan Brother,where the cars (2.) ?,,%com: talking to M in back- ground,,
JON,Jonathan Brother,I got xxx (4.) .,,,,
CHI,Samantha Target_Child,a dog's come in (3.) .,,,,
CHI,Samantha Target_Child,&c come in (1.) doggy (1.) .,,,,
JON,Jonathan Brother,ow (6.) .,,,,
CHI,Samantha Target_Child,do you want to get out_of here (2.) ?,,,,
CHI,Samantha Target_Child,or get back in (2.) ?,,%com: door shuts,,
JON,Jonathan Brother,xxx (30.) .,,,,
Activities: Free play alone C throughout sample,,,,,,
CHI,Samantha Target_Child,oh (3.) .,,,,
CHI,Samantha Target_Child,oh be (18.) .,,,,
CHI,Samantha Target_Child,you're in the right aren't you (2.) ?,,,,
CHI,Samantha Target_Child,a xxx big for her (14.) ?,,,,
CHI,Samantha Target_Child,very big .,,,,
CHI,Samantha Target_Child,baby .,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,we are (6.) .,,,,
Location: Living room/Scullery/,,,,,,
Comment: noises no speech,,,,,,
Situation: M and C chat,,,,,,
JON,Jonathan Brother,Mum (1.) .,,,,
JON,Jonathan Brother,xxx boy isn't I ?,,,,
MOT,Mother,no .,,,,
MOT,Mother,so we don't xxx on Monday (1.) .,,,,
JON,Jonathan Brother,<this is> [>] .,,,,
MOT,Mother,xxx [<] .,,,,
CHR,Christine Aunt,oh that's Chloe .,,,,
MOT,Mother,yes .,,,,
MOT,Mother,<Chloe and Brian> [<] .,,,,
JON,Jonathan Brother,got_to get up (13.) .,,%com: j and S return to living room where Play School is on TV,,
JON,Jonathan Brother,my Smarties (11.) .,,,,
Location: Toilet,,,,,,
Situation: S is on the toilet and looks at a book while she sits there,,,,,,
CHI,Samantha Target_Child,down (26.) .,,,,
CHI,Samantha Target_Child,xxx (3.) .,,,,
MOT,Mother,no ?,,%com: s gets off toilet and pulls up pants etc .,,
Location: Bedroom,,,,,,
Situation: S has a rest in bed and sings to herself,,,,,,
CHI,Samantha Target_Child,all of his games (2.) .,,,,
CHI,Samantha Target_Child,Ru::pert (1.) .,,,,
CHI,Samantha Target_Child,Rupert the bear (1.) .,,,,
CHI,Samantha Target_Child,and Rupert and come .,,,,
CHI,Samantha Target_Child,xxx (1.) xxx (2.) .,,,,
CHI,Samantha Target_Child,all of his games (1.) .,,,,
CHI,Samantha Target_Child,all he want come .,,,,
CHI,Samantha Target_Child,xxx .,,,,
Location: Bedroom,,,,,,
Situation: S rests in bed,,,,,,
CHI,Samantha Target_Child,Humpty Dumpty bumped a bump (5.) .,,%com: s is tired of being in bed and starts to get upset,,
CHI,Samantha Target_Child,xxx (2.) .,,,,
CHI,Samantha Target_Child,xxx (4.) .,,,,
CHI,Samantha Target_Child,xxx (7.) .,,,,
CHI,Samantha Target_Child,xxx (3.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,xxx (5.) .,,,,
CHI,Samantha Target_Child,Mum (2.) .,,,,
CHI,Samantha Target_Child,Mummie (3.) .,,,,
CHI,Samantha Target_Child,Mum (4.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
Activities: Reading,,,,,,
CHI,Samantha Target_Child,xxx (1.) .,,,,
CHI,Samantha Target_Child,Rupert (1.) Rupert (4.) .,,,,
CHI,Samantha Target_Child,a hedge (47.) .,,,,
CHI,Samantha Target_Child,come on .,,,,
CHI,Samantha Target_Child,xxx (5.) .,,,,
CHI,Samantha Target_Child,or no (3.) .,,,,
Location: Living room,,,,,,
Situation: They all watch Mary Mungo and Midge on TV,,,,,,
MOT,Mother,he's in the bag with the letter to (1.) Mary's grandmother (3.) .,,,,
JON,Jonathan Brother,xxx .,,,,
CHI,Samantha Target_Child,and he's got <to tell Mungo> [>] off .,,,,
CHI,Samantha Target_Child,and he's and he's going to show +...,,,,
Location: Front room,,,,,,
Situation: S may have some pencils,,,,,,
Comment: <2.> all with emphasis,,,,,,
MOT,Mother,daddy wouldn't buy me a bow+wow (2.) .,,,,
MOT,Mother,daddy wouldn't buy me a bow+wow (1.) .,,,,
MOT,Mother,I've got a little (2.) .,,,,
CHI,Samantha Target_Child,<and I'm very fond of that> [>] .,,,,
JON,Jonathan Brother,<and I'm very fond of that> [<] .,,,,
JON,Jonathan Brother,xxx <rather have a bow+wow wow> [>] .,,,,
CHI,Samantha Target_Child,<and I'd rather have a bow> [<] wow+wow .,,,,
JON,Jonathan Brother,xxx [>] .,,,,
CHI,Samantha Target_Child,ow [<] bow+wow wow .,,,,
CHI,Samantha Target_Child,I xxx .,,,,
CHI,Samantha Target_Child,with a xxx .,,,,
CHI,Samantha Target_Child,Rudolf <the red nosed reindeer> [>] .,,,,
JON,Jonathan Brother,xxx [<] [>] .,,,,
JON,Jonathan Brother,rather have [<] [>] a piggy .,,,,
CHI,Samantha Target_Child,have [<] [>] (1.) .,,,,
JON,Jonathan Brother,there were (13.) .,,,,
JON,Jonathan Brother,do you do a la@b pat the front (3.) ? ?,,%com: j talks to M,,
JON,Jonathan Brother,like that .,,,,
JON,Jonathan Brother,and do you know that (1.) ?,,,,
JON,Jonathan Brother,xxx (1.) .,,%com: s probably has some pencils,,
JON,Jonathan Brother,xxx .,,,,
CHI,Samantha Target_Child,it is (1.) .,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,it is (1.) .,,,,
CHI,Samantha Target_Child,< it's time to go a [= to] work it is > [<] .,,,,
JON,Jonathan Brother,come on he said .,,,,
CHI,Samantha Target_Child,first +...,,,,
Location: Scullery,,,,,,
Situation: S play at making cups of tea with the dishes M has just washed. S talks to an imaginary friend (G) background,,,,,,
CHI,Samantha Target_Child,there .,,,,
CHI,Samantha Target_Child,now which one do you want a cup of tea (2.) ?,,,,
CHI,Samantha Target_Child,and &-um (3.) .,,,,
CHI,Samantha Target_Child,and some of &-uh (1.) &-uh a bread (7.) .,,,,
CHI,Samantha Target_Child,xxx (1.) .,,,,
CHI,Samantha Target_Child,cup a tea (4.) .,,,,
CHI,Samantha Target_Child,your bit (2.) .,,,,
CHI,Samantha Target_Child,oh .,,,,
Activities: Other nonplay,,,,,,
JON,Jonathan Brother,I'm telling .,,,,
JON,Jonathan Brother,right .,,,,
JON,Jonathan Brother,you better +...,,,,
JON,Jonathan Brother,you'd better go backwards (2.) .,,,,
CHI,Samantha Target_Child,xxx [<] (3.) .,,%com: j tries to pull S down,,
JON,Jonathan Brother,(be)cause it'll fall off (1.) .,,,,
JON,Jonathan Brother,so will you fall off (1.) .,,,,
JON,Jonathan Brother,so will you fall off .,,,,
CHI,Samantha Target_Child,xxx .,,,,
JON,Jonathan Brother,yes you will (2.) .,,,,
JON,Jonathan Brother,you will .,,,,
JON,Jonathan Brother,you will xxx [>] .,,,,
JON,Jonathan Brother,<now put > [<] [>] [<] [>] (1.) .,,%com: j tries to get S down J goes out to M,,
JON,Jonathan Brother,Samantha's going to pull the picture up Mummy .,,,,
CHI,Samantha Target_Child,<I'm not going to> [>] pull the picture up .,,,,
JON,Jonathan Brother,oh yes you are .,,,,
JON,Jonathan Brother,xxx [>] .,,%com: referring to picture,,
JON,Jonathan Brother,xxx get up on it (6.) .,,%com: m's voice in background J goes out and talks to M,,
MOT,Mother,are you (1.) ?,,,,
MOT,Mother,xxx .,,,,
JON,Jonathan Brother,yes (2.) ?,,%com: I . e . on TV,,
MOT,Mother,yes .,,,,
MOT,Mother,about an angel (2.) .,,,,
MOT,Mother,fallen [<] out_of the sky .,,,,
JON,Jonathan Brother,xxx [>] .,,,,
MOT,Mother,no (3.) .,,,,
MOT,Mother,a young boy (2.) .,,,,
MOT,Mother,&-um [= yes] .,,,,
JON,Jonathan Brother,a boy fairy ?,,,,
MOT,Mother,a angel (1.) .,,,,
Location: Front room,,,,,,
Situation: S has a bottle and a spoon and gives medicine to her dolls,,,,,,
CHI,Samantha Target_Child,oh dear xxx (4.) .,,%com: I . e . play organ,,
MOT,Mother,no (9.) .,,%com: in background,,
CHI,Samantha Target_Child,can I do it ?,,%com: I . e . play organ,,
Location: Living room,,,,,,
Situation: They all watch Play School,,,,,,
JON,Jonathan Brother,after Play_School (i)s finished .,,,,
JON,Jonathan Brother,the cartoon's on isn't it ? ?,,,,
JON,Jonathan Brother,yes it is Mum (1.) .,,,,
MOT,Mother,have we got any xxx for the lady ?,,,,
JON,Jonathan Brother,what's her name Mum (3.) ?,,%com: m and J talking together,,
MOT,Mother,xxx (1.) .,,%com: j may be talking about the evening and having to have supper in bed while tape is being contextualized,,
MOT,Mother,<it's only Jack > [>] +...,,,,
MOT,Mother,<it's only Jackanory> [<] after this .,,,,
JON,Jonathan Brother,I can have some supper down here (1.) .,,,,
JON,Jonathan Brother,I xxx after xxx .,,,,
MOT,Mother,it's a new serial (35.) .,,,,
Location: Front room,,,,,,
Situation: S and J play together. The pouffe is involved ,,,,,,
JON,Jonathan Brother,what (1.) ?,,,,
JON,Jonathan Brother,xxx [<] ring xxx (35.) .,,,,
CHI,Samantha Target_Child,xxx (1.) .,,,,
CHI,Samantha Target_Child,xxx (2.) .,,,,
CHI,Samantha Target_Child,over you go (2.) .,,,,
CHI,Samantha Target_Child,you lay on me (6.) .,,%com: s and J roll around the floor and J tickles S,,
JON,Jonathan Brother,no .,,%com: j gets on pouffe with S,,
CHI,Samantha Target_Child,get off .,,,,
CHI,Samantha Target_Child,<I going to> [<] jump .,,,,
JON,Jonathan Brother,I'm going to be it (2.) .,,%com: j encourages S to jump off the pouffe,,
JON,Jonathan Brother,come on (6.) .,,%com: m comes in,,
MOT,Mother,get off the pouffe (1.) .,,,,
Activities: Reading,,,,,,
Situation: Either TV or voices in background,,,,,,
MOT,Mother,pardon (1.) ?,,,,
MOT,Mother,<the Avengers> [<] (1.) .,,,,
MOT,Mother,dinosaurs .,,,,
MOT,Mother,no dininsaurs [: dinosaurs] .,,,,
JON,Jonathan Brother,dinosaurs (1.) .,,,,
JON,Jonathan Brother,dinosaurs (1.) .,,,,
CHI,Samantha Target_Child,I <don't really like that> [>] .,,,,
JON,Jonathan Brother,xxx say dinosaur .,,,,
CHI,Samantha Target_Child,vinasaur [: dinosaur] [],,,,
JON,Jonathan Brother,haha .,,,,
CHI,Samantha Target_Child,<I don't like> [>] +...,,,,
JON,Jonathan Brother,<that's> [<] [>] the wrong word [<] [>] .,,,,
JON,Jonathan Brother,vinasaur [: dinosaur] [] [<] (1.) .,,,,
CHI,Samantha Target_Child,don't like that .,,,,
CHI,Samantha Target_Child,is there (2.) ?,,,,
CHI,Samantha Target_Child,he's (1.) there (2.) .,,%com: s points to picture,,
Activities: Watching TV,,,,,,
Situation: S and J wait for Magic Roundabout to begin,,,,,,
Comment: <aft> sings,,,,,,
Comment: S and J watch TV,,,,,,
End,,,,,,
"Participants: CHI Samantha Target_Child, MOT Mother, FAT Father, JON Jonathan Brother, CHR Christine Aunt, HAZ Hazel Child, TEL Television Non_Human, UNK Unidentified ",,,,,,
Comment: Nil,,,,, TEL Television Non_Human , UNK Unidentified
Location: Jonathan's bed+room,,,,,,
Situation: S is drawing on the dressing table. M tidies the room,,,,,,
CHI,Samantha Target_Child,do (1.) .,,,,
CHI,Samantha Target_Child,<don't> [>] .,,%com: j's room,,
MOT,Mother,because it's nice in here .,,,,
MOT,Mother,nice and sunny (4.) .,,,,
CHI,Samantha Target_Child,Mummie .,,,,
CHI,Samantha Target_Child,look (3.) .,,%com: s holds up her picture for M to see,,
CHI,Samantha Target_Child,yes Mum (1.) .,,%com: m indicates J's desk for S to draw on S still wants M to look at her picture . She does not move to the desk,,
MOT,Mother,sit at the <desk to> [>] do it .,,,,
CHI,Samantha Target_Child,look (3.) .,,,,
MOT,Mother,isn't that lovely ?,,,,
CHI,Samantha Target_Child,yeh .,,,,
CHI,Samantha Target_Child,xxx [>] .,,,,
MOT,Mother,that's where you're supposed to sit .,,,,
MOT,Mother,when you're doing writing . .,,,,
CHI,Samantha Target_Child,you want it [= picture] (1.) .,,,,
MOT,Mother,what's your bit doing up here ?,,%com: m finds S's bits on the dressing table,,
MOT,Mother,what's it doing up here ?,,,,
CHI,Samantha Target_Child,here you are (6.) .,,,,
Activities: Free play alone/Dressing,,,,,,
Comment: shoes off. Whispers,,,,,,
CHI,Samantha Target_Child,here Tessa found it .,,%com: referring to doll ?,,
CHI,Samantha Target_Child,&-um (1.) .,,,,
CHI,Samantha Target_Child,Mummie .,,,,
CHI,Samantha Target_Child,is this the wrong foot ?,,,,
MOT,Mother,no .,,,,
CHI,Samantha Target_Child,is (8.) +...,,,,
MOT,Mother,there (4.) .,,,,
MOT,Mother,I'm not going to touch your teddies (1.) .,,,,
MOT,Mother,I'm just cleaning up (6.) .,,%com: s takes her shoes off again,,
CHI,Samantha Target_Child,is this the wrong foot ?,,,,
MOT,Mother,&-um (4.) .,,,,
CHI,Samantha Target_Child,is it the right foot (4.) ?,,,,
CHI,Samantha Target_Child,that's the wrong foot [>] .,,,,
MOT,Mother,I'm going downstairs now (2.) .,,,,
CHI,Samantha Target_Child,stay up here .,,,,
CHI,Samantha Target_Child,you .,,,,
MOT,Mother,I've got the washing to do .,,,,
Activities: Other nonplay angry with . them,,,,,,
CHI,Samantha Target_Child,wasn't it (1.) ?,,,,
MOT,Mother,you naughty children (1.) .,,,,
MOT,Mother,now that naughty wasn't it ? ?,,,,
MOT,Mother,but don't do it again (3.) .,,,,
MOT,Mother,come on (1.) .,,,,
MOT,Mother,downstairs (4.) .,,,,
MOT,Mother,oh no it isn't .,,,,
HAZ,Hazel Child,Samantha .,,%com: z hands something to S,,
MOT,Mother,downstairs (2.) .,,%com: they walk downstairs,,
CHI,Samantha Target_Child,no .,,,,
CHI,Samantha Target_Child,you can't have it (3.) .,,,,
HAZ,Hazel Child,Samantha (1.) .,,,,
HAZ,Hazel Child,xxx (9.) .,,%com: s hands something to M,,
Location: Back garden,,,,,,
Situation: S is in the garden ,,,,,,
CHI,Samantha Target_Child,no (2.) .,,,,
CHI,Samantha Target_Child,I broke your plants .,,,,
MOT,Mother,what ?,,,,
MOT,Mother,isn't it ?,,%com: m comes up the garden,,
CHI,Samantha Target_Child,<where's Hazel babes > [>] ?,,,,
CHR,Christine Aunt,xxx [<] xxx (2.) .,,,,
CHR,Christine Aunt,xxx .,,,,
MOT,Mother,xxx [>] .,,,,
CHI,Samantha Target_Child,where's Hazel babes ?,,,,
CHR,Christine Aunt,in the push+chair .,,,,
CHI,Samantha Target_Child,the push+chair ?,,,,
CHR,Christine Aunt,xxx .,,,,
CHI,Samantha Target_Child,bring her out then .,,,,
CHI,Samantha Target_Child,(be)cause I want to see her (3.) .,,,,
CHI,Samantha Target_Child,bring her out then .,,,,
CHI,Samantha Target_Child,(be)cause I want to see her (2.) .,,,,
CHI,Samantha Target_Child,I want to see her (1.) .,,,,
CHI,Samantha Target_Child,I want to see her (1.) .,,,,
CHI,Samantha Target_Child,I want to see her .,,,,
CHI,Samantha Target_Child,I want to see her .,,,,
MOT,Mother,xxx salvation .,,%com: m returns ,,
CHR,Christine Aunt,is that xxx ?,,,,
MOT,Mother,&-um hum [>] .,,,,
CHR,Christine Aunt,&-uh [<] (2.) .,,,,
CHR,Christine Aunt,xxx &-um ?,,,,
MOT,Mother,oh ah (1.) .,,,,
CHR,Christine Aunt,&-um (3.) .,,,,
MOT,Mother,because that's a bit xxx ?,,,,
MOT,Mother,<isn't it> [>] ?,,,,
CHR,Christine Aunt,yeh [<] .,,,,
MOT,Mother,which is Wall's ?,,,,
MOT,Mother,which is Wall's .,,,,
CHR,Christine Aunt,oh +...,,,,
MOT,Mother,Walls'll be alright .,,,,
CHR,Christine Aunt,Danepack .,,,,
MOT,Mother,you know the Danepack ?,,,,
MOT,Mother,that's the one <I like> [>] best .,,,,
MOT,Mother,packet of back bacon .,,,,
CHR,Christine Aunt,&-uh &-uh .,,,,
MOT,Mother,let me see .,,,,
Activities: Imaginary role play alone throughout sample,,,,,,
CHI,Samantha Target_Child,please a .,,,,
CHI,Samantha Target_Child,please a (1.) .,,,,
