NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
CHI,Stella Target_Child,I've got that .,,,,
CHI,Stella Target_Child,I want +...,,,,
CHI,Stella Target_Child,see (16.) .,,,,
MOT,Mother,auntie Mary ?,,,,
CHI,Stella Target_Child,yes .,,,,
MOT,Mother,auntie Mary's coming home ?,,,,
MOT,Mother,is she ?,,%com: eating lunch,,
Activities: Having lunch,,,,,,
CHI,Stella Target_Child,can you see his big eyes ?,,,,
MOT,Mother,I can see his big eyes (3.) .,,,,
CHI,Stella Target_Child,Mummie I can ride my bike (3.) .,,%com: m has a different pudding than S ,,
MOT,Mother,you eat eat +...,,,,
CHI,Stella Target_Child,I'll hold the paper then it won't fall down .,,,,
CHI,Stella Target_Child,chocolate paper (8.) .,,,,
Location: Kitchen,,,,,,
CHI,Stella Target_Child,water .,,,,
CHI,Stella Target_Child,we'll have_to take them out .,,,,
MOT,Mother,you'll have_to take them out will he ?,,,,
CHI,Stella Target_Child,and (1.) he really went to my &sh +... +...,,,,
CHI,Stella Target_Child,he can't walk like that .,,,,
MOT,Mother,he'll have_to dry them in the boat .,,,,
CHI,Stella Target_Child,he'll have_to have it to hold the and .,,,,
CHI,Stella Target_Child,he'll have he'll have_to hold it it (.) the end of it .,,,,
MOT,Mother,he [<] will have_to hold his trousers because they're wet .,,,,
CHI,Stella Target_Child,well .,,,,
MOT,Mother,is he ?,,,,
MOT,Mother,is the lady getting wet as_well ?,,,,
MOT,Mother,is she ?,,,,
MOT,Mother,oh_my_goodness .,,,,
MOT,Mother,she's all wet .,,,,
CHI,Stella Target_Child,she'll have_to hold his trousers up .,,,,
MOT,Mother,no she won't .,,,,
CHI,Stella Target_Child,oh no .,,,,
MOT,Mother,she'll have_to put his boots on will she ?,,,,
CHI,Stella Target_Child,she can't go <in &sh> [//] <with &sh> [//] with wet shoes can <she> [>] ?,,,,
CHI,Stella Target_Child,she'll have_to leave them in the boat .,,,,
CHI,Stella Target_Child,the lady wants boots on .,,,,
Location: Kitchen,,,,,,
Situation: S is playing with her dolls,,,,,,
CHI,Stella Target_Child,alright (10.) .,,,,
CHI,Stella Target_Child,xxx wet .,,,,
CHI,Stella Target_Child,wet .,,,,
UNK,Unidentified,xxx (14.) .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,&d peel dis [: this] .,,%com: s wants an orange peeled,,
CHI,Stella Target_Child,da [: the] kitchen .,,,,
Location: Louge,,,,,,
CHI,Stella Target_Child,bed .,,,,
CHI,Stella Target_Child,bed go .,,,,
CHI,Stella Target_Child,fast asleep .,,,,
CHI,Stella Target_Child,they went on the bus .,,,,
CHI,Stella Target_Child,xxx .,,,,
CHI,Stella Target_Child,in ahead (2.) .,,,,
CHI,Stella Target_Child,by now (3.) .,,,,
CHI,Stella Target_Child,daydayday,,,,
wp .,,,,,,
CHI,Stella Target_Child,daydaday,,,,
wp it is .,,,,,,
CHI,Stella Target_Child,it is .,,,,
CHI,Stella Target_Child,go to sleep .,,,,
CHI,Stella Target_Child,yes that's right (2.) .,,,,
CHI,Stella Target_Child,look .,,,,
CHI,Stella Target_Child,put your legs round there .,,,,
CHI,Stella Target_Child,go to sleep .,,,,
CHI,Stella Target_Child,go to sleep with the xxx .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,(be)cause she's a good girl .,,,,
MOT,Mother,she's a good girl is she darling ?,,,,
MOT,Mother,you're putting her dress on ? ?,,,,
CHI,Stella Target_Child,it's Mandy's .,,,,
MOT,Mother,I see .,,,,
CHI,Stella Target_Child,this one (4.) .,,,,
CHI,Stella Target_Child,she's got pants on .,,,,
CHI,Stella Target_Child,I don't know .,,,,
CHI,Stella Target_Child,look you .,,,,
CHI,Stella Target_Child,in there .,,,,
CHI,Stella Target_Child,it is now .,,,,
CHI,Stella Target_Child,it is .,,,,
CHI,Stella Target_Child,I'll do the Bruthaus (2.) .,,,,
CHI,Stella Target_Child,alright then (2.) .,,,,
CHI,Stella Target_Child,pretty .,,,,
CHI,Stella Target_Child,xxx pretty .,,,,
CHI,Stella Target_Child,pretty .,,,,
CHI,Stella Target_Child,pretty .,,,,
CHI,Stella Target_Child,you (3.) ?,,,,
CHI,Stella Target_Child,I've got you put .,,,,
CHI,Stella Target_Child,you put (5.) .,,,,
CHI,Stella Target_Child,Mum .,,,,
MOT,Mother,no .,,,,
MOT,Mother,you find yours .,,,,
MOT,Mother,those are Adrian's .,,,,
CHI,Stella Target_Child,I want a biscuit .,,,,
Activities: Watching TV,,,,,,
Location: Lounge,,,,,,
Situation: S and A are watching TV,,,,,,
Activities: Non+specific,,,,,,
Comment: S wants her cardigan on,,,,,,
CHI,Stella Target_Child,satin dress (11.) .,,,,
CHI,Stella Target_Child,I want my cardigan on (4.) .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,I want blue cardigan on (6.) .,,,,
Location: Lounge,,,,,,
Situation: TV is on in background,,,,,,
Comment: <aft> N.R.,,,,,,
MOT,Mother,I want the paper (8.) .,,,,
CHI,Stella Target_Child,you're having a your tea .,,,,
CHI,Stella Target_Child,that's xxx Adrian's jumper .,,,,
ADR,Adrian Sibling,don't be nanny (4.) .,,,,
CHI,Stella Target_Child,was your fault .,,,,
CHI,Stella Target_Child,Adrian kicked me .,,,,
CHI,Stella Target_Child,xxx (3.) .,,,,
CHI,Stella Target_Child,xxx (6.) .,,,,
Activities: Watching TV,,,,,,
Comment: TV is on in bacground,,,,,,
Comment: A's speech is rather faint,,,,,,
ADR,Adrian Sibling,sit up .,,%com: out of range,,
CHI,Stella Target_Child,xxx on .,,,,
ADR,Adrian Sibling,0 [=! shouting] .,,,,
CHI,Stella Target_Child,watch it .,,%com: f is talking to A but can't be heard,,
ADR,Adrian Sibling,no .,,,,
FAT,Father,I'd lie you to take it out please .,,%com: a wants to watch TV F wants him to have his tea,,
FAT,Father,<it's> [<] [>] finished now .,,,,
FAT,Father,<we're> [<] going to have our tea .,,,,
ADR,Adrian Sibling,but it's something else on . .,,,,
CHI,Stella Target_Child,it's going to be Banana_Splits .,,,,
CHI,Stella Target_Child,yes .,,,,
CHI,Stella Target_Child,yes .,,,,
ADR,Adrian Sibling,it's the Clangers .,,,,
UNK,Unidentified,the Clangers .,,,,
ADR,Adrian Sibling,it's they go up in space .,,,,
CHI,Stella Target_Child,the clouds [<] [>] .,,,,
CHI,Stella Target_Child,<it's> [<] (4.) .,,,,
CHI,Stella Target_Child,it is what's that ?,,,,
CHI,Stella Target_Child,moon (3.) .,,,,
CHI,Stella Target_Child,the moon's coming .,,,,
CHI,Stella Target_Child,it is the moon .,,,,
Location: Kitchen,,,,,,
CHI,Stella Target_Child,getting ice cream that's all .,,,,
FAT,Father,I said what are you doing (5.) ?,,,,
FAT,Father,oh .,,,,
ADR,Adrian Sibling,ow .,,,,
CHI,Stella Target_Child,xxx .,,,,
CHI,Stella Target_Child,&-um .,,,,
MOT,Mother,oh .,,,,
MOT,Mother,she never has .,,,,
MOT,Mother,no .,,,,
MOT,Mother,will you be quiet .,,,,
CHI,Stella Target_Child,d(o) you want ice cream Daddy ?,,,,
CHI,Stella Target_Child,d(o) you want xxx [= an] ice cream ?,,,,
CHI,Stella Target_Child,no .,,,,
FAT,Father,I see .,,,,
FAT,Father,yes (4.) .,,%com: a is discussing his tummyache,,
ADR,Adrian Sibling,what's the matter with my tummy ?,,,,
ADR,Adrian Sibling,what's the matter with you ?,,,,
FAT,Father,pardon ?,,,,
ADR,Adrian Sibling,when I sit up up it starts starts to hurt (3.) .,,,,
ADR,Adrian Sibling,yes .,,,,
MOT,Mother,would you like a little bit <Adrian > [>] ?,,,,
MOT,Mother,I think it is .,,,,
End,,,,,,
"Participants: CHI Stella Target_Child, ADR Adrian Sibling , MOT Mother, FAT Father ",,,,,,
Comment: Stella has had a throat infection ,,,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,it's here (6.) .,,,,
CHI,Stella Target_Child,where's the sticky tape (6.) .,,,,
CHI,Stella Target_Child,there's a box in here Mummy .,,%com: s wants to see the boxed decorations,,
MOT,Mother,don't take them out now (2.) .,,,,
CHI,Stella Target_Child,can I see Mummy .,,,,
MOT,Mother,in a minute you can .,,,,
CHI,Stella Target_Child,alright Mummy .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,happy Christmas .,,,,
CHI,Stella Target_Child,there you are .,,,,
MOT,Mother,you've wiped your hands on the soap .,,,,
CHI,Stella Target_Child,this don't feel bad (2.) .,,,,
CHI,Stella Target_Child,I don't know where my towel is .,,,,
MOT,Mother,it's in the washing machine (2.) . .,,,,
MOT,Mother,yes .,,,,
CHI,Stella Target_Child,what what that one .,,,,
MOT,Mother,that one .,,,,
MOT,Mother,mine .,,,,
CHI,Stella Target_Child,&-um &-um .,,,,
CHI,Stella Target_Child,yes .,,,,
MOT,Mother,that is mine .,,,,
CHI,Stella Target_Child,this one's yours (2.) .,,,,
CHI,Stella Target_Child,this one belongs up there .,,,,
MOT,Mother,no .,,,,
CHI,Stella Target_Child,yes .,,,,
MOT,Mother,xxx [<] .,,,,
MOT,Mother,xxx .,,,,
CHI,Stella Target_Child,well can I have a cup of +...,,,,
Location: Kitchen,,,,,,
CHI,Stella Target_Child,look .,,,,
CHI,Stella Target_Child,that's fried egg .,,,,
CHI,Stella Target_Child,yes (2.) .,,,,
CHI,Stella Target_Child,look Mummy .,,,,
CHI,Stella Target_Child,got those .,,,,
CHI,Stella Target_Child,they they taps .,,,,
CHI,Stella Target_Child,&mm [= yes] .,,,,
CHI,Stella Target_Child,&mm [= yes] (2.) .,,,,
MOT,Mother,what are they ?,,,,
MOT,Mother,cleaners ?,,,,
CHI,Stella Target_Child,they're curtains .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,I haven't got that and I haven't got that .,,,,
CHI,Stella Target_Child,we both got that .,,,,
CHI,Stella Target_Child,xxx .,,,,
CHI,Stella Target_Child,can I xxx there ?,,,,
CHI,Stella Target_Child,oh that .,,,,
CHI,Stella Target_Child,a cleaner .,,,,
CHI,Stella Target_Child,like .,,,,
MOT,Mother,<when you're> [>] a big girl you can have it .,,,,
CHI,Stella Target_Child,I want it now .,,,,
CHI,Stella Target_Child,Mummie .,,,,
MOT,Mother,I can't look at the book ?,,,,
MOT,Mother,why ?,,,,
MOT,Mother,can't I ?,,,,
MOT,Mother,you'll have_to tell me instead . .,,,,
MOT,Mother,I see (3.) .,,,,
Activities: Watching TV,,,,,,
Situation: S is watching Sesame Street on TV,,,,,,
Comment: <aft> coughs,,,,,,
Location: Lounge,,,,,,
Situation: S is watching TV,,,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,oh Mummy .,,,,
MOT,Mother,yes darling .,,,,
CHI,Stella Target_Child,yes .,,%com: m very faint,,
CHI,Stella Target_Child,come and see (5.) .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,it's it's broken up Mummy .,,,,
CHI,Stella Target_Child,look Mummy .,,,,
CHI,Stella Target_Child,I'm sure .,,,,
CHI,Stella Target_Child,alright Adrian .,,,,
ADR,Adrian Sibling,I am not .,,,,
CHI,Stella Target_Child,you got +...,,,,
ADR,Adrian Sibling,I didn't you did (2.) .,,,,
ADR,Adrian Sibling,xxx .,,,,
CHI,Stella Target_Child,I'm not your xxx .,,,,
ADR,Adrian Sibling,you are .,,,,
ADR,Adrian Sibling,yes (2.) .,,,,
ADR,Adrian Sibling,I've I've tidied everything up once .,,,,
CHI,Stella Target_Child,xxx .,,,,
ADR,Adrian Sibling,not talking to you (2.) .,,,,
CHI,Stella Target_Child,I've picked them off the floor once (4.) .,,,,
ADR,Adrian Sibling,I'm not talking to you (2.) .,,,,
CHI,Stella Target_Child,I'm going to +...,,,,
ADR,Adrian Sibling,she's not (3.) .,,,,
CHI,Stella Target_Child,I going to xxx if Mummy comes help me do this (2.) .,,,,
CHI,Stella Target_Child,will you give me to do this Mummy .,,,,
CHI,Stella Target_Child,that &p +...,,,,
Location: Lounge,,,,,,
Situation: S and A are watching TV,,,,,,
Activities: Non+specific,,,,,,
Comment: A has gone out of the front door. M is cross,,,,,,
MOT,Mother,where are you going ?,,,,
MOT,Mother,shut that door and come in .,,,,
CHI,Stella Target_Child,I want xxx .,,,,
CHI,Stella Target_Child,yes (6.) .,,,,
CHI,Stella Target_Child,oh .,,,,
MOT,Mother,darling .,,,,
MOT,Mother,you're going to sound intolerable on that tape (2.) .,,,,
ADR,Adrian Sibling,xxx .,,,,
MOT,Mother,do what you like .,,,,
ADR,Adrian Sibling,stop this silly nonsense (2.) .,,,,
CHI,Stella Target_Child,&st stop this silly nonsense (3.) .,,,,
CHI,Stella Target_Child,those are my plates .,,,,
ADR,Adrian Sibling,it's not hers .,,,,
ADR,Adrian Sibling,it's not hers .,,,,
ADR,Adrian Sibling,<Mummie > [<] .,,,,
CHI,Stella Target_Child,d(o) you know I'm making a little +...,,,,
CHI,Stella Target_Child,I'm going to make +...,,,,
CHI,Stella Target_Child,you're standing on my blanket .,,,,
MOT,Mother,I am yes .,,,,
MOT,Mother,I'm not hurting it .,,,,
ADR,Adrian Sibling,I'm going make that for you .,,,,
ADR,Adrian Sibling,mine .,,,,
CHI,Stella Target_Child,no .,,,,
ADR,Adrian Sibling,and I (.) <and I'll take all your Lego> [>] .,,,,
MOT,Mother,<you make something> [<] +...,,,,
Activities: Eating lunch,,,,,,
CHI,Stella Target_Child,alright .,,,,
MOT,Mother,now sit and eat it nicely .,,,,
CHI,Stella Target_Child,alright then .,,,,
CHI,Stella Target_Child,oo (13.) .,,,,
MOT,Mother,no .,,,,
MOT,Mother,I'll put it on (2.) .,,,,
MOT,Mother,say excuse me .,,,,
MOT,Mother,wipe your hands .,,,,
ADR,Adrian Sibling,I can't .,,,,
ADR,Adrian Sibling,the flannel's dry .,,,,
MOT,Mother,I'll wet it then (3.) .,,,,
MOT,Mother,dry your hands on the towel (2.) .,,,,
MOT,Mother,alright (2.) ?,,%com: sounds of scraping plates,,
MOT,Mother,wipe your hands now .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,xxx .,,,,
MOT,Mother,alright .,,,,
MOT,Mother,no .,,,,
MOT,Mother,alright .,,,,
CHI,Stella Target_Child,yyy .,,,,
MOT,Mother,come here Adrian .,,,,
MOT,Mother,your hands are filthy .,,,,
CHI,Stella Target_Child,and I +...,,%com: a and M are also talking however text is inaudible,,
CHI,Stella Target_Child,water comes off my yyy water comes off my hands .,,,,
MOT,Mother,<come here> [<] [>] .,,,,
ADR,Adrian Sibling,<xxx hot water> [<] .,,,,
Location: Bathroom,,,,,,
MOT,Mother,don't you ?,,,,
CHI,Stella Target_Child,what hair +...,,,,
MOT,Mother,in the bed+room .,,,,
MOT,Mother,&mm .,,,,
MOT,Mother,you went in Juliene's bed+room didn't you ?,,,,
MOT,Mother,you went up the stairs .,,,,
MOT,Mother,at Auntie Jane's .,,,,
CHI,Stella Target_Child,and &sh she did and she went down .,,,,
MOT,Mother,and went down ?,,,,
CHI,Stella Target_Child,and +...,,,,
MOT,Mother,that was a carry on .,,,,
MOT,Mother,pardon ?,,,,
CHI,Stella Target_Child,can I sit by Mummy ?,,,,
MOT,Mother,Juliette's home .,,,,
MOT,Mother,what did you have ?,,,,
CHI,Stella Target_Child,biscuits .,,,,
CHI,Stella Target_Child,&mm [= yes] .,,,,
MOT,Mother,didn't she ?,,,,
CHI,Stella Target_Child,&mm [= yes] .,,,,
MOT,Mother,you had a piece of sponge (2.) .,,,,
CHI,Stella Target_Child,I didn't I (.) can I have one (2.) ?,,,,
MOT,Mother,I don't know Darling .,,,,
CHI,Stella Target_Child,it's more .,,,,
MOT,Mother,what are you doing ?,,,,
MOT,Mother,mind the +...,,,,
Activities: Free play with Adrian,,,,,,
Comment: A and S are playing with Lego,,,,,,
MOT,Mother,are you Darling ?,,,,
ADR,Adrian Sibling,<that's alright> [<] [>] and you can come down .,,,,
MOT,Mother,you've broken some off have you .,,,,
ADR,Adrian Sibling,well I'll build it higher +...,,,,
ADR,Adrian Sibling,(be)cause I want to xxx (2.) .,,,,
ADR,Adrian Sibling,we are the champions .,,,,
ADR,Adrian Sibling,xxx .,,,,
CHI,Stella Target_Child,I don't think mine will balance .,,,,
CHI,Stella Target_Child,mine can balance (3.) .,,,,
ADR,Adrian Sibling,I'll clean this up then (2.) .,,,,
CHI,Stella Target_Child,up .,,,,
ADR,Adrian Sibling,ah Mummy .,,,,
ADR,Adrian Sibling,it's just been xxx at the top .,,,,
ADR,Adrian Sibling,that's alright Mummy .,,,,
MOT,Mother,oh yes .,,,,
ADR,Adrian Sibling,xxx .,,,,
CHI,Stella Target_Child,<mine's not going to fall> [>] .,,,,
ADR,Adrian Sibling,xxx .,,,,
MOT,Mother,what d(o) you going to do with it now ?,,,,
CHI,Stella Target_Child,those are up in the clear blue sky .,,,,
MOT,Mother,I shouldn't build it too high <Darling > [>] .,,,,
MOT,Mother,I won't xxx .,,,,
ADR,Adrian Sibling,I do .,,,,
ADR,Adrian Sibling,no (be)cause that's not tall .,,,,
CHI,Stella Target_Child,not yet .,,,,
ADR,Adrian Sibling,why ?,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,d(o) you know there's another card Mum_Mummy .,,,,
CHI,Stella Target_Child,there's six of them .,,,,
CHI,Stella Target_Child,come on .,,,,
CHI,Stella Target_Child,me's put them on on those (6.) .,,,,
CHI,Stella Target_Child,what's that ?,,,,
CHI,Stella Target_Child,has it got a stamp on it (2.) ?,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,stamp (2.) .,,,,
CHI,Stella Target_Child,abcd,,,,
MOT,Mother,yes Darling .,,,,
MOT,Mother,pardon ?,,,,
CHI,Stella Target_Child,I've found a card (2.) .,,,,
CHI,Stella Target_Child,this your card Mummy ?,,,,
CHI,Stella Target_Child,I've a runny nose .,,,,
MOT,Mother,have you got a runny nose Darling ?,,,,
MOT,Mother,that's not very nice is it ?,,,,
MOT,Mother,you don't put your hands on your nose .,,,,
CHI,Stella Target_Child,no .,,,,
CHI,Stella Target_Child,Mummie .,,,,
MOT,Mother,come on downstairs .,,,,
MOT,Mother,yes tomorrow .,,,,
MOT,Mother,xxx [>] tomorrow .,,,,
CHI,Stella Target_Child,I are they nice ?,,,,
Activities: Play,,,,,,
Comment: <aft> sniffs,,,,,,
CHI,Stella Target_Child,I don't want that .,,,,
CHI,Stella Target_Child,ye .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,my bed's wet .,,,,
CHI,Stella Target_Child,drink ?,,,,
CHI,Stella Target_Child,yes (40.) .,,%com: s whispers to her dolls,,
CHI,Stella Target_Child,xxx my dolly must you ?,,,,
MOT,Mother,are you going to wrap up Jemina ?,,,,
MOT,Mother,are you going to wrap her up ?,,,,
CHI,Stella Target_Child,I'll let you .,,,,
CHI,Stella Target_Child,Mummie .,,,,
MOT,Mother,you're going to do it up to there are you ?,,,,
CHI,Stella Target_Child,oh look .,,,,
CHI,Stella Target_Child,up .,,,,
Activities: Non+specific,,,,,,
Situation: Vaccuum cleaner on in the background,,,,,,
CHI,Stella Target_Child,&-um (10.) (2.) .,,,,
Activities: Non+specific,,,,,,
CHI,Stella Target_Child,what you going to do (2.) ?,,,,
ADR,Adrian Sibling,xxx (3.) .,,%com: tap running ,,
ADR,Adrian Sibling,no .,,,,
ADR,Adrian Sibling,I have xxx tipped out the cold (3.) .,,%com: s wants to wash her hands,,
ADR,Adrian Sibling,no [<] +...,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,Mummie .,,,,
MOT,Mother,what ?,,,,
MOT,Mother,now you stop it will you .,,,,
ADR,Adrian Sibling,you can't have <a big wash> [>] .,,,,
ADR,Adrian Sibling,<there's no water in the sink > [<] . .,,,,
CHI,Stella Target_Child,leave me alone .,,,,
ADR,Adrian Sibling,xxx your hands weren't dirty .,,,,
ADR,Adrian Sibling,Stella .,,,,
ADR,Adrian Sibling,<Stella > [<] .,,,,
CHI,Stella Target_Child,&-um ?,,,,
ADR,Adrian Sibling,xxx .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,television ?,,,,
MOT,Mother,mind !,,%com: vacuum cleaner noise,,
MOT,Mother,after all you knocked them over (2.) .,,,,
CHI,Stella Target_Child,I don't want it (2.) .,,%com: m very cross,,
ADR,Adrian Sibling,xxx [<] .,,,,
MOT,Mother,come out (2.) .,,,,
MOT,Mother,now stay out .,,,,
CHI,Stella Target_Child,made of sugar candy .,,,,
CHI,Stella Target_Child,made of sugar can +...,,,,
CHI,Stella Target_Child,you sing it with me .,,%com: m telling A that she in going to take the Christmas tree down,,
MOT,Mother,he's going to take it down .,,,,
ADR,Adrian Sibling,<I don't want> [<] [>] him to touch it .,,,,
ADR,Adrian Sibling,pardon ?,,,,
ADR,Adrian Sibling,we're not near it .,,,,
CHI,Stella Target_Child,made of &sug sugar candy .,,,,
ADR,Adrian Sibling,la la la la la .,,,,
ADR,Adrian Sibling,la .,,,,
ADR,Adrian Sibling,mummie all +...,,,,
ADR,Adrian Sibling,there's something funny about this .,,,,
ADR,Adrian Sibling,xxx (2.) .,,,,
ADR,Adrian Sibling,lights .,,,,
Location: Lounge,,,,,,
Situation: S and A are playing with Lego ,,,,,,
MOT,Mother,xxx (2.) .,,,,
CHI,Stella Target_Child,whispering (2.) .,,,,
CHI,Stella Target_Child,<it's Playschool> [>] .,,,,
CHI,Stella Target_Child,I want my toast and bis(cuit) +...,,,,
