keychild register speakers largetotalperchild sumperSpeakerChild average.1 average.2 session total nb_utt percentage percentageperSpeakerRegisterChild
Neuoe unclassified adult   20 1400  0.74  0.67 Neuoe-031000e.cha  592   2  0.33783784   7000.0000
Neuoe unclassified adult   20 1400  0.74  0.67 Neuoe-031000cd.cha 1082   4  0.36968577   7000.0000
Neuoe unclassified adult   20 1400  0.74  0.67 Neuoe-040300ab.cha  998   1  0.10020040   7000.0000
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040500cd.cha  774  10  1.29198966   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040000ab.cha 1050  11  1.04761905   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040300f.cha  164   1  0.60975610   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040300cd.cha  608   3  0.49342105   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-031000ab.cha 1128  19  1.68439716   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-030800ef.cha  310   1  0.32258065   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-030800cd.cha  457   2  0.43763676   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040500ab.cha  500   1  0.20000000   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-031000e.cha  592  63 10.64189189   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-031000cd.cha 1082   5  0.46210721   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040700cd.cha  307   1  0.32573290   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040300ab.cha  998   2  0.20040080   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040000cd.cha  936   6  0.64102564   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-030900a.cha  415   8  1.92771084   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-030800ab.cha  313   2  0.63897764   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040700ab.cha  295  11  3.72881356   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040100ef.cha  630   2  0.31746032   5101.3072
Neuoe unclassified child  153 7805  1.41  2.46 Neuoe-040100ab.cha 1027   5  0.48685492   5101.3072
Neuoe unclassified investigator   15 1205  0.50  0.44 Neuoe-040000cd.cha  936   3  0.32051282   8033.3333
Neuoe unclassified investigator   15 1205  0.50  0.44 Neuoe-040000ab.cha 1050   2  0.19047619   8033.3333
Neuoe unclassified investigator   15 1205  0.50  0.44 Neuoe-040500cd.cha  774   9  1.16279070   8033.3333
Neuoe unclassified investigator   15 1205  0.50  0.44 Neuoe-040700ab.cha  295   1  0.33898305   8033.3333
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040000ab.cha 1050   1  0.09523810   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040700ab.cha  295  13  4.40677966   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040300ab.cha  998   3  0.30060120   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040300f.cha  164   1  0.60975610   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040000cd.cha  936   1  0.10683761   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040100ab.cha 1027   2  0.19474197   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-031000ab.cha 1128  10  0.88652482   8018.1818
Neuoe unclassified mother   33 2646  0.86  1.46 Neuoe-040500cd.cha  774   2  0.25839793   8018.1818
